image_path,crop_health
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_145.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_146.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_147.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_148.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_149.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_150.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_151.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_152.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_153.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_154.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_155.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_156.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_157.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_158.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_159.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_160.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_161.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_162.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_163.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_164.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_165.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_166.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_167.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_168.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_169.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_170.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_171.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_172.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_173.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_174.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_175.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_176.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_177.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_178.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_179.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_180.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_181.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_182.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_183.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_184.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_185.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_186.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_187.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_188.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_189.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_190.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_191.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_192.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_193.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_194.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_195.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_196.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_197.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_198.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_199.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_200.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_201.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_202.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_203.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_204.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_205.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_206.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_207.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_208.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_209.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_210.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_211.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_212.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_213.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_214.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_215.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_216.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_217.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_218.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_219.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_220.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_221.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_222.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_223.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_224.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_225.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_226.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_227.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_228.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_229.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_230.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_231.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_232.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_233.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_234.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_235.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_236.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_237.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_238.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_239.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_240.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_241.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_242.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_243.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_244.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_245.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_246.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_247.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_248.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_249.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_250.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_251.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_252.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_253.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_254.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_255.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_256.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_257.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_258.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_259.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_260.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_261.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_262.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_263.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_264.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_265.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_266.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_267.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_268.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_269.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_270.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_271.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_272.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_273.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_274.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_275.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_276.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_277.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_278.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_279.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_280.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_281.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_282.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_283.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_284.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_285.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_286.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_287.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_288.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_289.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_290.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_291.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_292.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_293.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_294.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_295.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_296.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_297.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_298.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_299.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_300.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_301.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_302.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_303.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_304.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_305.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_306.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_307.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_308.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_309.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_310.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_311.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_312.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_313.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_314.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_315.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_316.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_317.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_318.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_319.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_320.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_321.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_322.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_323.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_324.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_325.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_326.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_327.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_328.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_329.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_330.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_331.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_332.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_333.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_334.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_335.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_336.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\flip_ver_337.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_001.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_002.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_003.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_004.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_005.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_006.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_007.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_008.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_009.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_010.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_011.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_012.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_013.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_014.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_015.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_016.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_017.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_018.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_019.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_020.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_021.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_022.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_023.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_024.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_025.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_026.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_027.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_028.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_029.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_030.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_031.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_032.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_033.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_034.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_035.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_036.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_037.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_038.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_039.jpg,bacterial_panicle_blight
D:\Download1\archive\paddy-disease-classification\train_images\bacterial_panicle_blight\left_rot_040.jpg,bacterial_panicle_blight
