image_path,original_label,crop_health,crop,source_split
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0047ba_jpg.rf.f753944a8aaafb49831ef398391f5c92.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0047ba_jpg.rf.f753944a8aaafb49831ef398391f5c92_dup481.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0048ba_jpg.rf.ed1267c7e4b3e58d78f6ed7b5873379b_dup790.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0049ba_jpg.rf.5b138baa4a7d7e0e9e14c9b112f277cc.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0049ba_jpg.rf.5b138baa4a7d7e0e9e14c9b112f277cc_dup365.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0049ba_jpg.rf.f86ebe526971bec5b3037f60c8d681dc.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot004_jpg.rf.1ee7ea68c3feeac2e5f1ca12b8f99a8a.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot004_jpg.rf.76676d1e327eb994583e3b891e771a23_dup503.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot004_jpg.rf.88c6c9a078d6d253543ddfd615cfea05.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot004_jpg.rf.88c6c9a078d6d253543ddfd615cfea05_dup248.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot004_jpg.rf.88c6c9a078d6d253543ddfd615cfea05_dup548.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0050ba_jpg.rf.54412b272e65b69f4c20f4de285f72bf.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0050ba_jpg.rf.54412b272e65b69f4c20f4de285f72bf_dup85.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0051ba_jpg.rf.5098d2dbd17aba8e0e7bff3c9be1c799.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0051ba_jpg.rf.5098d2dbd17aba8e0e7bff3c9be1c799_dup350.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0051ba_jpg.rf.5098d2dbd17aba8e0e7bff3c9be1c799_dup656.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0051ba_jpg.rf.6cc8e5b2545ea1993ed7390cd1773cd3.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0051ba_jpg.rf.6cc8e5b2545ea1993ed7390cd1773cd3_dup185.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0051ba_jpg.rf.b04a98c47b2fd9d1861c211d67716ce5.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0051ba_jpg.rf.b04a98c47b2fd9d1861c211d67716ce5_dup497.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0051sa_jpg.rf.2740fb6bdeeb14f518bc4044d43ad45d.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0051sa_jpg.rf.2740fb6bdeeb14f518bc4044d43ad45d_dup471.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0051sa_jpg.rf.8175e93ce5f9d5aee9bb1a0efc77e666.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0051sa_jpg.rf.8175e93ce5f9d5aee9bb1a0efc77e666_dup384.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0051sa_jpg.rf.8e12d27649a2863af766d6497f0a2be4.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0052ba_jpg.rf.3761222d3c59b009e360d5f90bd18b43_dup421.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0052ba_jpg.rf.3761222d3c59b009e360d5f90bd18b43_dup758.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0052ba_jpg.rf.5631ee62a9df5b6d65b4f9d6fe5c7312.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0052ba_jpg.rf.5631ee62a9df5b6d65b4f9d6fe5c7312_dup473.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0052ba_jpg.rf.ab35f470fe55ab4be8d49a452babcea2.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0053ba_jpg.rf.2b7c47afa6a9bb55eb08bc286cf9485d_dup241.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0053ba_jpg.rf.2b7c47afa6a9bb55eb08bc286cf9485d_dup388.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0053ba_jpg.rf.2b7c47afa6a9bb55eb08bc286cf9485d_dup475.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0053ba_jpg.rf.72ae301e2d9ba7d34fc4a0cff0c082ed.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0053ba_jpg.rf.72ae301e2d9ba7d34fc4a0cff0c082ed_dup145.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0053ba_jpg.rf.72ae301e2d9ba7d34fc4a0cff0c082ed_dup179.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0053ba_jpg.rf.72ae301e2d9ba7d34fc4a0cff0c082ed_dup191.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0053ba_jpg.rf.72ae301e2d9ba7d34fc4a0cff0c082ed_dup214.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0053ba_jpg.rf.72ae301e2d9ba7d34fc4a0cff0c082ed_dup289.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0053ba_jpg.rf.72ae301e2d9ba7d34fc4a0cff0c082ed_dup9.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0053ba_jpg.rf.edd155a84e24bf7b5b7dc6f61e7f4f27.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0053ba_jpg.rf.edd155a84e24bf7b5b7dc6f61e7f4f27_dup432.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0053ba_jpg.rf.edd155a84e24bf7b5b7dc6f61e7f4f27_dup616.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0053ba_jpg.rf.edd155a84e24bf7b5b7dc6f61e7f4f27_dup699.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0054ba_jpg.rf.2a774f42e1ae314b1b3d0a7496c77906.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0054ba_jpg.rf.2a774f42e1ae314b1b3d0a7496c77906_dup297.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0054ba_jpg.rf.4732e493d31fc5f51e4a07e4b50b9a45.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0054ba_jpg.rf.4732e493d31fc5f51e4a07e4b50b9a45_dup397.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0054ba_jpg.rf.4732e493d31fc5f51e4a07e4b50b9a45_dup561.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0054ba_jpg.rf.685f778680edd4e24660ac3b7a433535_dup178.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0054ba_jpg.rf.685f778680edd4e24660ac3b7a433535_dup718.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0054sa_jpg.rf.0c305fd129fa310a356eaebaf3dd075b.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0054sa_jpg.rf.0c65e2f79df2b6884d1b5215849e621f_dup108.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0054sa_jpg.rf.0c65e2f79df2b6884d1b5215849e621f_dup360.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0054sa_jpg.rf.0c65e2f79df2b6884d1b5215849e621f_dup493.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0054sa_jpg.rf.0c65e2f79df2b6884d1b5215849e621f_dup579.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0054sa_jpg.rf.d34ef6103ddb444d62550cbec8d23374.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0054sa_jpg.rf.d34ef6103ddb444d62550cbec8d23374_dup767.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0055ba_jpg.rf.4400be4170e5169d878e4454e6b3d005_dup650.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0055sa_jpg.rf.4b42b87af86bd0790b813cdde9864029.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0055sa_jpg.rf.4b42b87af86bd0790b813cdde9864029_dup195.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0055sa_jpg.rf.4b42b87af86bd0790b813cdde9864029_dup401.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0055sa_jpg.rf.4b42b87af86bd0790b813cdde9864029_dup671.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0055sa_jpg.rf.8b70a2ce7715865255d4da750528d1d3.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0055sa_jpg.rf.b3206552cb25a2ccdd36ce30dc64a52e.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0056ba_jpg.rf.ad9722894b01c9b00bee2d12adb3c9fc.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0056ba_jpg.rf.ad9722894b01c9b00bee2d12adb3c9fc_dup190.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0056ba_jpg.rf.dada5db496ac5c62369cdef0772789e4.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0056ba_jpg.rf.dada5db496ac5c62369cdef0772789e4_dup686.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0056ba_jpg.rf.ff9784a457a51f828ec851378dc9d975.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0056ba_jpg.rf.ff9784a457a51f828ec851378dc9d975_dup109.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0057ba_jpg.rf.45b2097b2538b17348b6de75fe851fd8.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0057ba_jpg.rf.45b2097b2538b17348b6de75fe851fd8_dup213.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0057ba_jpg.rf.45b2097b2538b17348b6de75fe851fd8_dup749.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0057ba_jpg.rf.ce293c6eb0297994e8b40c867650dc64.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0057ba_jpg.rf.ce293c6eb0297994e8b40c867650dc64_dup254.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0057ba_jpg.rf.ce293c6eb0297994e8b40c867650dc64_dup439.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0057ba_jpg.rf.d7d8e7de4a1a174138deacb5a35588dc_dup78.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0058ba_jpg.rf.ce21f669a278181809799cea6fc58045_dup508.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0058ba_jpg.rf.ce21f669a278181809799cea6fc58045_dup779.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0059ba_jpg.rf.339b05f56b68f5799f8ea4e51f725b4a.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0059ba_jpg.rf.339b05f56b68f5799f8ea4e51f725b4a_dup400.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0059ba_jpg.rf.339b05f56b68f5799f8ea4e51f725b4a_dup587.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0059ba_jpg.rf.3935d703f2373ff09985ad9d728e0e4a.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0059ba_jpg.rf.3935d703f2373ff09985ad9d728e0e4a_dup180.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0059ba_jpg.rf.70cfc703a9a9c9cb2762a57bc8ceb8ed.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0059ba_jpg.rf.70cfc703a9a9c9cb2762a57bc8ceb8ed_dup649.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot005_jpg.rf.3de8c64b4ce7b08992ed6a4ee3fb3eb3.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot005_jpg.rf.3de8c64b4ce7b08992ed6a4ee3fb3eb3_dup731.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot005_jpg.rf.ce495a585f65c0047d3308ecf8b7a143.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot005_jpg.rf.ce495a585f65c0047d3308ecf8b7a143_dup614.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot005_jpg.rf.f52247020978456f48555ae43ae21b4a.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot005_jpg.rf.f52247020978456f48555ae43ae21b4a_dup141.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot005_jpg.rf.f52247020978456f48555ae43ae21b4a_dup418.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot005_jpg.rf.f52247020978456f48555ae43ae21b4a_dup453.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0060ba_jpg.rf.6e4b16b86fdf594357395812aaa5ce4d.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0060ba_jpg.rf.6e4b16b86fdf594357395812aaa5ce4d_dup654.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0060ba_jpg.rf.a007678b0a886803fbc2dbcc3066e41f.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0060ba_jpg.rf.be6cf2ad6dd4ae9aff4a8f5e0fdac58b.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0061ba_jpg.rf.2049732c68ec31d6fac491540a5757db.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0061ba_jpg.rf.2049732c68ec31d6fac491540a5757db_dup578.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0061ba_jpg.rf.2049732c68ec31d6fac491540a5757db_dup629.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0062ba_jpg.rf.0c90b4265d4f64ccac296864b5baad52_dup136.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0062ba_jpg.rf.0c90b4265d4f64ccac296864b5baad52_dup205.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0062ba_jpg.rf.a19e185cebb2a314d356bea5b7c1b055.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0062ba_jpg.rf.a19e185cebb2a314d356bea5b7c1b055_dup285.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0062ba_jpg.rf.a19e185cebb2a314d356bea5b7c1b055_dup603.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0062ba_jpg.rf.d937b80db29a68528a3eff1aa4b16b60.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0062ba_jpg.rf.d937b80db29a68528a3eff1aa4b16b60_dup646.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0063ba_jpg.rf.374a3b67cf277b195f2e72972729d994.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0063ba_jpg.rf.374a3b67cf277b195f2e72972729d994_dup737.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0063ba_jpg.rf.766af7c77bf8d468b51222e4050ed625.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0063ba_jpg.rf.8515c210b0761c5694d1cbd22a79f6b3.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0064ba_jpg.rf.96c11c5ee1dd3f6ee054bc34c2c64dda.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0064ba_jpg.rf.96c11c5ee1dd3f6ee054bc34c2c64dda_dup782.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0065ba_jpg.rf.1bd8b1619cd24b3ff66c79cccc541ac3_dup113.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0065ba_jpg.rf.38fc1d9469fbefe232ba39073a1e6427.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0065ba_jpg.rf.38fc1d9469fbefe232ba39073a1e6427_dup227.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0065ba_jpg.rf.558b04fd4c87c5b3a2ffa174397e3bae.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0065ba_jpg.rf.558b04fd4c87c5b3a2ffa174397e3bae_dup448.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0065ba_jpg.rf.558b04fd4c87c5b3a2ffa174397e3bae_dup563.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0067ba_jpg.rf.e58644f8724ee74e7c94567fe0ef6955.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0067ba_jpg.rf.e58644f8724ee74e7c94567fe0ef6955_dup792.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0068ba_jpg.rf.4da8f7cff0a9e2d03037861ff89ad771.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0068ba_jpg.rf.4da8f7cff0a9e2d03037861ff89ad771_dup784.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0068ba_jpg.rf.4da8f7cff0a9e2d03037861ff89ad771_dup88.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0068ba_jpg.rf.96025026c0b35d078ac17bec2fa716f5.jpg,algal_leaf_spot,Moderate_Risk,guava,train
D:\Download1\archive (5)\CNN256\CNN256\train\algal_leaf_spot\algal_leaf_spot0068ba_jpg.rf.96025026c0b35d078ac17bec2fa716f5_dup364.jpg,algal_leaf_spot,Moderate_Risk,guava,train
