image_path,original_label,crop_health,crop
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104602.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104603.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104620.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104621(0).jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104621.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104622.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104623.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104624.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104625.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104626(0).jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104626.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104627(0).jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104627.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104628.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104630.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104631(0).jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104631.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104632.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104633(0).jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104633.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104634.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104635.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104636(0).jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104636.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104637(0).jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104637.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104638(0).jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104638.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104639.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104642.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104643.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104644(0).jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104644.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104645(0).jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104645.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104646.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104647(0).jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104647.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104648(0).jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104648.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104649.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104650(0).jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104650.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104651.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104652(0).jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104652.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104653.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104654(0).jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104654.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104655.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104656.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104702.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104703(0).jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104703.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104704.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104705.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104706.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104707.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104708(0).jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104708.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200612_104709.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082201.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082204.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082214.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082218.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082221.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082228.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082235.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082239.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082244.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082247.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082252.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082253.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082257.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082303.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082306.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082311.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082313.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082317.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082319.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082321.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082324.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082329.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082331.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082335.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082337.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082351.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082356.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082403.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082407.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082410.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082417.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082418.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082426.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082429.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082434.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082436.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082438.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082440.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082443.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082446.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082450.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082454.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082458.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082503.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082510.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082512.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082517.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082528.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082530.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082535.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082542.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082545.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082550.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082554.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082601.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082605.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082612.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082622.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082626.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082629.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082632.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082635.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082640.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082643.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082652.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082655.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082659.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082703.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082707.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082712.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082722.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082728.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082731.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082736.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082750.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082754.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082755.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082801.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082803.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082811.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082813.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200724_082819.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084132.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084134.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084139.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084146.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084157.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084158.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084211.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084213.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084218.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084226.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084229.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084233(0).jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084233.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084236.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084238.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084248.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084249.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084253.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084257.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084259.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084301.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084306.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084309.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084313.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084318.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084322.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084327.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084330.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084335.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084341.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084347.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084352.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084428.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084430.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084433.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084437.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084440.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084444.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084449.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084454.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084459.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084500.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084505.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084507.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084515.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084519.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084526.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084531.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084538.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084540.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084544.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084549.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084552.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084555.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084600.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084601.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084608.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084610.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084612.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084615.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084622.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084628.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084631.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084644.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084646.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084649.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084655.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084656.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084703.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084705.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084707.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084708.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084709.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084710.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084715.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084717.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084720.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084722.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084726.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084728.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084730.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084731.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084735.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084740.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084742.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084745.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084749.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084750.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084753.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084754.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084756.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084802.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084804.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084806.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084808.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084815.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084816.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084820.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084828.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084830.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084834.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084836.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084839.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084841.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084847.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084851.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084853.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084858.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084902.jpg,Healthy corn,Healthy,maize
D:\Download1\archive (1)\Corn Disease detection\Healthy corn\20200727_084908.jpg,Healthy corn,Healthy,maize
